iter	RMSE
194	1088.814588
195	1087.149862
196	1085.470653
197	1083.802724
198	1082.212571
199	1080.572201
200	1078.987646
201	1077.376931
202	1075.839007
203	1074.336525
204	1072.849992
205	1071.401092
206	1069.914259
207	1068.541894
208	1067.134399
209	1065.737793
210	1064.347281
211	1063.023635
212	1061.709482
213	1060.435103
214	1059.154501
215	1057.904009
216	1056.636032
217	1055.455851
218	1054.286639
219	1053.114525
220	1051.976906
221	1050.829577
222	1049.705968
223	1048.59731
224	1047.511317
225	1046.475378
226	1045.423069
227	1044.401632
228	1043.358867
229	1042.333962
230	1041.327349
231	1040.343688
232	1039.362213
233	1038.427125
234	1037.481028
235	1036.561825
236	1035.648683
237	1034.774816
238	1033.868379
239	1033.022294
240	1032.187632
241	1031.327564
242	1030.498458
243	1029.757989
244	1028.923481
245	1028.117696
246	1027.330504
247	1026.544504
248	1025.821333
249	1025.054762
250	1024.326655
251	1023.58976
252	1022.843882
253	1022.139206
254	1021.44321
255	1020.757596
256	1020.069031
257	1019.385722
258	1018.729406
259	1018.090525
260	1017.435859
261	1016.809908
262	1016.232573
263	1015.637111
264	1015.040388
265	1014.476053
266	1013.903637
267	1013.328346
268	1012.750209
269	1012.194968
270	1011.647716
271	1011.075843
272	1010.52633
273	1009.996917
274	1009.488225
275	1008.994966
276	1008.51745
277	1008.007846
278	1007.496834
279	1007.010709
280	1006.538436
281	1006.074319
282	1005.585757
283	1005.110115
284	1004.662666
285	1004.202387
286	1003.755694
287	1003.307461
288	1002.86814
289	1002.438024
290	1002.014669
291	1001.575302
292	1001.15095
293	1000.772704
294	1000.38636
295	999.9751242
296	999.592576
297	999.22459
298	998.8599994
299	998.4991735
300	998.1055258
301	997.7572454
302	997.3897181
303	997.0338652
304	996.6721419
305	996.3121778
306	995.9877518
307	995.635901
308	995.2974361
309	994.9498937
310	994.6061974
311	994.2691568
312	993.9482887
313	993.63193
314	993.3024007
315	993.0013438
316	992.6870383
317	992.3522339
318	992.0670095
319	991.7765996
320	991.4847283
321	991.1965826
322	990.9275141
323	990.6125217
324	990.3213972
325	990.0445037
326	989.773371
327	989.4852899
328	989.2277805
329	988.97352
330	988.7055931
331	988.4447659
332	988.1723134
333	987.9240598
334	987.6779028
335	987.437323
336	987.1957878
337	986.9246676
338	986.697878
339	986.4806962
340	986.2576775
341	986.0115343
342	985.78081
343	985.550861
344	985.3462606
345	985.0835641
346	984.8390597
347	984.6314382
348	984.3867925
349	984.1732937
350	983.9649051
351	983.7400565
352	983.5287045
353	983.3174503
354	983.1390865
355	982.9179458
356	982.71734
357	982.502157
358	982.312865
359	982.0862456
360	981.8687747
361	981.6759015
362	981.5045346
363	981.3215546
364	981.1456125
365	980.9722527
366	980.7850152
367	980.5853308
368	980.3855948
369	980.2142655
370	980.043597
371	979.8880671
372	979.7246391
373	979.5489258
374	979.3681462
375	979.1570541
376	978.9833352
377	978.8129865
378	978.6245883
379	978.4274237
380	978.2295746
381	978.0678868
382	977.9023608
383	977.7412494
384	977.5964293
385	977.441549
386	977.2881149
387	977.1166087
388	976.9685899
389	976.8000235
390	976.6567373
391	976.5110692
392	976.3515081
393	976.1979675
394	976.0281051
395	975.859875
396	975.6554058
397	975.5064985
398	975.3323244
399	975.1477772
400	975.0089868
401	974.8516189
402	974.7184993
403	974.5710239
404	974.426665
405	974.3004445
406	974.1396234
407	974.0130282
408	973.8967901
409	973.7339853
410	973.5885971
411	973.4337592
412	973.2790855
413	973.1182299
414	972.9862989
415	972.8227065
416	972.6982733
417	972.5936858
418	972.4486028
419	972.3469197
420	972.2154586
421	972.0861245
422	971.9637497
423	971.8425244
424	971.7169374
425	971.567137
426	971.4563766
427	971.3125396
428	971.1836616
429	971.0501755
430	970.9039441
431	970.7620036
432	970.6396982
433	970.5147718
434	970.3965387
435	970.2632362
436	970.1445374
437	970.0286257
438	969.9232267
439	969.8100545
440	969.6799897
441	969.5624936
442	969.4199403
443	969.3177004
444	969.196444
445	969.0869777
446	968.9786763
447	968.8592566
448	968.7537526
449	968.6464824
450	968.5085958
451	968.3911848
452	968.2891611
453	968.1706127
454	968.0488833
455	967.9358486
456	967.8074864
457	967.7025958
458	967.5800107
459	967.4575821
460	967.3457271
461	967.2247311
462	967.1209711
463	967.0236848
464	966.915596
465	966.7825685
466	966.6773914
467	966.552006
468	966.44488
469	966.3408675
470	966.2428899
471	966.1200806
472	965.9944529
473	965.8853349
474	965.762356
475	965.6778625
476	965.6002393
477	965.4747208
478	965.3921893
479	965.2977721
480	965.1958535
481	965.0974207
482	964.9861942
483	964.8731428
484	964.7847707
485	964.6592005
486	964.5713133
487	964.4674767
488	964.3713236
489	964.2444219
490	964.1316083
491	964.0297918
492	963.9177993
493	963.8388335
494	963.7423545
495	963.6341004
496	963.5585276
497	963.4791288
498	963.3832659
499	963.3072939
500	963.2004465
501	963.1284489
502	963.0395521
503	962.9218456
504	962.8492701
505	962.7585609
506	962.6433264
507	962.5311307
508	962.4456037
509	962.3660345
510	962.2728541
511	962.1696175
512	962.0647002
513	961.9801735
514	961.9142221
515	961.8445575
516	961.7501547
517	961.6667327
518	961.5733194
519	961.5010854
520	961.4240781
521	961.357787
522	961.2595807
523	961.1686513
524	961.0999463
525	961.012231
526	960.9125896
527	960.8407017
528	960.7522387
529	960.680591
530	960.6051004
531	960.5377461
532	960.4616425
533	960.4096644
534	960.3207993
535	960.2371958
536	960.1652838
537	960.0929995
538	960.0100484
539	959.9247477
540	959.8436643
541	959.7666195
542	959.6862607
543	959.6271489
544	959.5331398
545	959.4523026
546	959.3178787
547	959.2090177
548	959.1478604
549	959.0758208
550	958.9881537
551	958.8794341
552	958.7993249
553	958.7456031
554	958.647164
555	958.5167966
556	958.4564996
557	958.3671433
558	958.2834709
559	958.1920893
560	958.1289196
561	958.0378258
562	957.951482
563	957.8685179
564	957.7967828
565	957.7229587
566	957.6257906
567	957.5502302
568	957.4725147
569	957.4099153
570	957.3465622
571	957.2365848
572	957.1714254
573	957.0754043
574	956.9984678
575	956.9370141
576	956.8739095
577	956.8091656
578	956.745964
579	956.6530394
580	956.5795073
581	956.4950363
582	956.4215007
583	956.3536453
584	956.2975831
585	956.2130465
586	956.1348938
587	956.0734848
588	956.0058183
589	955.9371245
590	955.8759417
591	955.8009447
592	955.7264322
593	955.6625919
594	955.5827685
595	955.5173439
596	955.4427463
597	955.375789
598	955.3146098
599	955.2341327
600	955.1279912
601	955.0636421
602	954.9797629
603	954.8971094
604	954.8320109
605	954.7553547
606	954.6689571
607	954.5781143
608	954.5050921
609	954.4384367
610	954.3408906
611	954.291679
612	954.2368001
613	954.1690555
614	954.1072045
615	954.0543575
616	953.9979116
617	953.9329999
618	953.8615894
619	953.7680364
620	953.685526
621	953.5712511
622	953.4930979
623	953.3946134
624	953.3327699
625	953.2686257
626	953.1973033
627	953.0647692
628	952.9982473
629	952.9313826
630	952.8669474
631	952.777841
632	952.7134158
633	952.6557423
634	952.5877436
635	952.5321397
636	952.4631842
637	952.4312897
638	952.3547253
639	952.2926601
640	952.2194635
641	952.1452785
642	952.0976959
643	952.0463314
644	952.0024518
645	951.9254734
646	951.8585378
647	951.7930977
648	951.7265408
649	951.6687931
650	951.6145761
651	951.5748354
652	951.5327737
653	951.4408675
654	951.3815783
655	951.3012952
656	951.2432594
657	951.1584179
658	951.0761061
659	951.0343456
660	950.9745361
661	950.8915714
662	950.8421456
663	950.80156
664	950.731247
665	950.676111
666	950.6287743
667	950.5484425
668	950.4847888
669	950.4269659
670	950.3577463
671	950.3222411
672	950.2695429
673	950.1995117
674	950.1172082
675	950.0729747
676	950.0020143
677	949.9329063
678	949.8641846
679	949.8207178
680	949.7515362
681	949.6418861
682	949.5407645
683	949.4711198
684	949.4136678
685	949.3528765
686	949.3075645
687	949.2506681
688	949.199499
689	949.1378326
690	949.0713509
691	949.0071822
692	948.9370208
693	948.8749811
694	948.7978474
695	948.7258102
696	948.6675531
697	948.6132966
698	948.5396232
699	948.4763961
700	948.4080326
701	948.3361926
702	948.2786084
703	948.1997253
704	948.1304928
705	948.0571053
706	948.0179245
707	947.9744744
708	947.9273382
709	947.8834687
710	947.8095013
711	947.7487436
712	947.6969804
713	947.650441
714	947.5891028
715	947.5501037
716	947.4979342
717	947.4446115
718	947.3289764
719	947.2769603
720	947.2101854
721	947.1538654
722	947.0866171
723	947.0269692
724	946.9711646
725	946.9054386
726	946.8034949
727	946.75268
728	946.6570485
729	946.6205372
730	946.5252726
731	946.4645174
732	946.4111301
733	946.359771
734	946.2820699
735	946.2145051
736	946.1563753
737	946.1070009
738	946.052037
739	945.9965519
740	945.953356
741	945.9061138
742	945.860402
743	945.7897945
744	945.7200145
745	945.6587068
746	945.610462
747	945.5638478
748	945.5182514
749	945.4825
750	945.400384
751	945.3361718
752	945.2498328
753	945.1949515
754	945.1486917
755	945.0922454
756	945.021011
757	944.9567953
758	944.8792152
759	944.8129443
760	944.7431463
761	944.6836533
762	944.6469107
763	944.5975246
764	944.527236
765	944.4717772
766	944.400761
767	944.3039962
768	944.2402615
769	944.1803045
770	944.0994538
771	944.0588865
772	943.9772585
773	943.9073213
774	943.8659868
775	943.802182
776	943.7166567
777	943.6658977
778	943.6104538
779	943.5580381
780	943.5133711
781	943.4713011
782	943.4294988
783	943.3577881
784	943.2998537
785	943.2248813
786	943.1835205
787	943.1457527
788	943.0969572
789	943.048203
790	943.0123087
791	942.9467484
792	942.8968453
793	942.818922
794	942.7512174
795	942.6918392
796	942.61024
797	942.5306497
798	942.4522298
799	942.367424
800	942.3158488
801	942.2763165
802	942.2391949
803	942.1984251
804	942.1232737
805	942.0676702
806	942.0181389
807	941.9653725
808	941.9277361
809	941.8811598
810	941.8134627
811	941.7564553
812	941.7039242
813	941.6646909
814	941.6072532
815	941.5254203
816	941.4526953
817	941.3810233
818	941.3230805
819	941.2662072
820	941.2192545
821	941.1683065
822	941.1191086
823	941.0707681
824	941.0065228
825	940.9418563
826	940.8737519
827	940.8061685
828	940.7441829
829	940.677276
830	940.6279516
831	940.5844227
832	940.5341608
833	940.5000539
834	940.4297575
835	940.3742927
836	940.3370523
837	940.2831259
838	940.2327103
839	940.1840317
840	940.1527748
841	940.0869108
842	940.0446656
843	939.9938397
844	939.9356572
845	939.8851635
846	939.8228317
847	939.7542563
848	939.6923334
849	939.6524141
850	939.6115037
851	939.5446452
852	939.4868827
853	939.4438432
854	939.3887254
855	939.3277816
856	939.2756868
857	939.2292945
858	939.1689085
859	939.1403921
860	939.0868342
861	939.0216384
862	938.9661077
863	938.9255044
864	938.8855753
865	938.8399898
866	938.8069416
867	938.7629632
868	938.7033114
869	938.6575399
870	938.6127148
871	938.5468884
872	938.451479
873	938.4052307
874	938.3673214
875	938.3354204
876	938.2721362
877	938.2042051
878	938.1392105
879	938.0746362
880	938.0307899
881	937.9915786
882	937.9540353
883	937.8955736
884	937.8358533
885	937.7688092
886	937.7189845
887	937.6656181
888	937.6150651
889	937.5663182
890	937.5039095
891	937.4552517
892	937.4045732
893	937.3331157
894	937.2790148
895	937.2523148
896	937.2110124
897	937.1798576
898	937.1345291
899	937.0744666
900	937.0299107
901	936.9759248
902	936.9271367
903	936.8951448
904	936.8478625
905	936.7836492
906	936.7277124
907	936.6932186
908	936.6469558
909	936.6008548
910	936.551174
911	936.4822752
912	936.4296868
913	936.4061048
914	936.3530857
915	936.3286786
916	936.289418
917	936.2522137
918	936.2015028
919	936.1740552
920	936.1224929
921	936.0734495
922	936.021679
923	935.9438604
924	935.8859737
925	935.8472756
926	935.7877984
927	935.7664706
928	935.7094443
929	935.6313571
930	935.5724103
931	935.5111104
932	935.4532564
933	935.4063545
934	935.3677843
935	935.3364856
936	935.2891556
937	935.2543792
938	935.2020841
939	935.1574602
940	935.1219265
941	935.0827767
942	935.022763
943	934.9573124
944	934.9171906
945	934.8802483
946	934.8307492
947	934.7857519
948	934.7311712
949	934.6944067
950	934.6485886
951	934.5934463
952	934.5673476
953	934.5071107
954	934.4566144
955	934.4083033
956	934.3616786
957	934.3088048
958	934.2836655
959	934.2419532
960	934.2180521
961	934.1576712
962	934.101928
963	934.0622951
964	934.0361434
965	934.0103322
966	933.9373607
967	933.8844494
968	933.8143688
969	933.7740596
970	933.7283105
971	933.6664757
972	933.6090426
973	933.5584166
974	933.519168
975	933.4745925
976	933.431218
977	933.382352
978	933.3490589
979	933.2941711
980	933.2437384
981	933.1746866
982	933.0938602
983	933.0448675
984	932.990007
985	932.9489187
986	932.8872789
987	932.859994
988	932.8140316
989	932.7413766
990	932.7101792
991	932.6708504
992	932.6237045
993	932.5764142
994	932.5309257
995	932.5100484
996	932.4622037
997	932.424334
998	932.3869638
999	932.333034
1000	932.2864074
1001	932.2461792
1002	932.1766488
1003	932.1136145
1004	932.0393087
1005	931.9959255
1006	931.9488421
1007	931.9108236
1008	931.8632986
1009	931.8001211
1010	931.752731
1011	931.697417
1012	931.6561751
1013	931.6119894
1014	931.5748054
1015	931.5392005
1016	931.487923
1017	931.4421642
1018	931.3864233
1019	931.3431523
1020	931.3060639
1021	931.2407577
1022	931.202117
1023	931.1309063
1024	931.0939256
1025	931.0618159
1026	931.01855
1027	930.948121
1028	930.8960461
1029	930.8579736
1030	930.8026077
1031	930.7684247
1032	930.7203575
1033	930.6867648
1034	930.6590152
1035	930.6084368
1036	930.5652422
1037	930.4953032
1038	930.4562608
1039	930.4089691
1040	930.3709271
1041	930.3441309
1042	930.2894817
1043	930.2463531
1044	930.1909367
1045	930.1439246
1046	930.098851
1047	930.0616547
1048	930.0219942
1049	929.9998045
1050	929.9747949
1051	929.9299411
1052	929.8969401
1053	929.8327591
1054	929.7983582
1055	929.7602898
1056	929.718913
1057	929.6904737
1058	929.6437442
1059	929.6296005
1060	929.594745
1061	929.5431022
1062	929.4893455
1063	929.4344994
1064	929.3842294
1065	929.3456832
1066	929.3073678
1067	929.2748592
1068	929.2484616
1069	929.1955653
1070	929.1624402
1071	929.1240254
1072	929.0923076
1073	929.0558889
1074	929.0235613
1075	928.976709
1076	928.9369032
1077	928.8790534
1078	928.8249451
1079	928.8076177
1080	928.7638831
1081	928.7402126
1082	928.69257
1083	928.6510033
1084	928.6149888
1085	928.5811919
1086	928.5301121
1087	928.5051752
1088	928.4657449
1089	928.4202464
1090	928.3573882
1091	928.3177173
1092	928.2884856
1093	928.2003246
1094	928.1530334
1095	928.1096385
1096	928.0571075
1097	928.0170501
1098	927.9670195
1099	927.9221122
1100	927.875397
1101	927.8395764
1102	927.8218367
1103	927.7961791
1104	927.7542174
1105	927.7341926
1106	927.6912104
1107	927.6337367
1108	927.5995139
1109	927.5747477
1110	927.5316158
1111	927.4818294
1112	927.449875
1113	927.3936425
1114	927.3624346
1115	927.3163083
1116	927.2606062
1117	927.2085336
1118	927.1805358
1119	927.1409436
1120	927.0778821
1121	927.0413196
1122	927.0087
1123	926.9739192
1124	926.9481227
1125	926.8813019
1126	926.8528088
1127	926.8089151
1128	926.7759753
1129	926.7341125
1130	926.7147128
1131	926.6818221
1132	926.655084
1133	926.6160453
1134	926.5752701
1135	926.537286
1136	926.4971246
1137	926.4647507
1138	926.429005
1139	926.3702966
1140	926.3338208
1141	926.2908645
1142	926.2612211
1143	926.2240731
1144	926.189733
1145	926.1573874
1146	926.1073437
1147	926.0342996
1148	925.9823894
1149	925.9472014
1150	925.915056
1151	925.8796125
1152	925.8531811
1153	925.8170955
1154	925.7808171
1155	925.7422562
1156	925.697317
1157	925.6670432
1158	925.6319461
1159	925.5860257
1160	925.557366
1161	925.5057675
1162	925.4765198
1163	925.4444678
1164	925.3998188
1165	925.3584249
1166	925.3255192
1167	925.2959066
1168	925.2338364
1169	925.1944709
1170	925.1519297
1171	925.1059856
1172	925.0674468
1173	925.0238526
1174	924.9826941
1175	924.9441154
1176	924.9079171
1177	924.8647104
1178	924.8212452
1179	924.7837613
1180	924.7510593
1181	924.7149809
1182	924.6742359
1183	924.6368924
1184	924.6008071
1185	924.5677903
1186	924.4991717
1187	924.46785
1188	924.431653
1189	924.3586761
1190	924.3276308
1191	924.2930431
1192	924.2509298
1193	924.1819779
1194	924.1340079
1195	924.097926
1196	924.0637882
1197	924.0249877
1198	923.9809742
1199	923.9294188
1200	923.8900954
1201	923.8618849
1202	923.8130797
1203	923.7758359
1204	923.7349364
1205	923.6910239
1206	923.660485
1207	923.6116608
1208	923.5676452
1209	923.5398096
1210	923.5040591
1211	923.4667716
1212	923.4306862
1213	923.393213
1214	923.3523972
1215	923.2852082
1216	923.2583215
1217	923.2149958
1218	923.1968905
1219	923.1483762
1220	923.119798
1221	923.0945089
1222	923.051624
1223	923.0252252
1224	922.985135
1225	922.9583203
1226	922.9253903
1227	922.8943836
1228	922.8651013
1229	922.8244816
1230	922.784019
1231	922.7619793
1232	922.7517259
1233	922.6879224
1234	922.6493473
1235	922.5919044
1236	922.5647712
1237	922.5175515
1238	922.4846111
1239	922.4214009
1240	922.3691032
1241	922.3247108
1242	922.2774135
1243	922.2454273
1244	922.1816277
1245	922.1377617
1246	922.1099073
1247	922.0683988
1248	922.011767
1249	921.9654956
1250	921.9112714
1251	921.8697679
1252	921.8404736
1253	921.8139262
1254	921.7618351
1255	921.7032927
1256	921.6712061
1257	921.6291853
1258	921.5933523
1259	921.5679974
1260	921.5310968
1261	921.5018302
1262	921.4619462
1263	921.4402505
1264	921.4154847
1265	921.3705382
1266	921.3318974
1267	921.2863385
1268	921.2449257
1269	921.1988649
1270	921.1415556
1271	921.1175007
1272	921.0787783
1273	921.0514348
1274	921.0093254
1275	920.9733362
1276	920.940281
1277	920.8984105
1278	920.8717492
1279	920.8420753
1280	920.8072695
1281	920.767638
1282	920.7117772
1283	920.6811406
1284	920.6561273
1285	920.6149487
1286	920.5666377
1287	920.5412393
1288	920.5222667
1289	920.4752234
1290	920.431977
1291	920.400102
1292	920.3659907
1293	920.2991902
1294	920.2615083
1295	920.2225628
1296	920.1853273
1297	920.1550398
1298	920.1250065
1299	920.063655
1300	920.0372334
1301	920.0037381
1302	919.9744663
1303	919.949154
1304	919.9200253
1305	919.8847314
1306	919.8631798
1307	919.8227767
1308	919.7792191
1309	919.7485418
1310	919.7124864
1311	919.6721587
1312	919.6422217
1313	919.6114606
1314	919.5654171
1315	919.5221713
1316	919.4681186
1317	919.4286347
1318	919.4155422
1319	919.3915879
1320	919.3461953
1321	919.2810882
1322	919.2325095
1323	919.196901
1324	919.165663
1325	919.1397316
1326	919.0865855
1327	919.0596041
1328	919.0201913
1329	918.9757269
1330	918.9446279
1331	918.9184878
1332	918.8688086
1333	918.8147394
1334	918.7773489
1335	918.7599072
1336	918.7274909
1337	918.6760531
1338	918.6391207
1339	918.6040482
1340	918.5833644
1341	918.5411474
1342	918.4724629
1343	918.4360572
1344	918.4006856
1345	918.3566956
1346	918.2970075
1347	918.2659923
1348	918.2327344
1349	918.1889703
1350	918.1366136
1351	918.1012448
1352	918.0715994
1353	918.0461694
1354	918.0282899
1355	918.0034172
1356	917.9595558
1357	917.9217711
1358	917.8961601
1359	917.8699629
1360	917.8223528
1361	917.7799928
1362	917.7412975
1363	917.6898858
1364	917.6536773
1365	917.6300072
1366	917.5974983
1367	917.5704396
1368	917.5352093
1369	917.4821158
1370	917.4502963
1371	917.4209065
1372	917.3981058
1373	917.3579785
1374	917.3423924
1375	917.3047093
1376	917.2621096
1377	917.2311526
1378	917.2016117
1379	917.1460221
1380	917.0863424
1381	917.0266923
1382	916.9925087
1383	916.9616539
1384	916.9373809
1385	916.8873037
1386	916.8394436
1387	916.8135579
1388	916.77982
1389	916.7407643
1390	916.7094178
1391	916.6459348
1392	916.6239337
1393	916.5669548
1394	916.5442855
1395	916.515814
1396	916.4786112
1397	916.4386985
1398	916.4030237
1399	916.3792434
1400	916.3247809
1401	916.3065845
1402	916.2737916
1403	916.2339409
1404	916.2053811
1405	916.1666603
1406	916.1313195
1407	916.0921199
1408	916.0633462
1409	916.0207047
1410	915.9925565
1411	915.9793395
1412	915.9572219
1413	915.9244744
1414	915.8878176
1415	915.8506617
1416	915.8132849
1417	915.7854477
1418	915.7582742
1419	915.6937379
1420	915.6730506
1421	915.6421394
1422	915.5838201
1423	915.546734
1424	915.5204041
1425	915.4860664
1426	915.4651814
1427	915.4431594
1428	915.4111247
1429	915.358391
1430	915.317814
1431	915.2793391
1432	915.2539196
1433	915.2110947
1434	915.1756247
1435	915.1382008
1436	915.103263
1437	915.0734467
1438	915.0594398
1439	915.0250407
1440	914.9664049
1441	914.9319347
1442	914.8852719
1443	914.8496965
1444	914.8080301
1445	914.7819098
1446	914.7506867
1447	914.6932037
1448	914.6448496
1449	914.6172732
1450	914.5946932
1451	914.5536873
1452	914.5224126
1453	914.4687658
1454	914.4344729
1455	914.4008226
1456	914.3607866
1457	914.3211516
1458	914.3007656
1459	914.2658446
1460	914.2323267
1461	914.1811928
1462	914.1385583
1463	914.0915212
1464	914.053279
1465	914.0174871
1466	914.0045367
1467	913.9659318
1468	913.9412525
1469	913.9097562
1470	913.8769795
1471	913.8413469
1472	913.7999509
1473	913.7592805
1474	913.7298872
1475	913.6942791
1476	913.663894
1477	913.6353154
1478	913.5991541
1479	913.5709588
1480	913.5373
1481	913.5021244
1482	913.4764972
1483	913.4356267
1484	913.3981596
1485	913.3708418
1486	913.3462702
1487	913.3155227
1488	913.2755256
1489	913.2368735
1490	913.2016551
1491	913.1769667
1492	913.154868
1493	913.1252892
1494	913.0807051
1495	913.0421747
1496	913.0038028
1497	912.9736339
1498	912.9407137
1499	912.9159064
