date,open,high,low,close,volume,name
2017-01-03,2.5715325870748407,2.6200568432898743,2.447882296094783,2.5126633644104004,1501996000,NVDA
2017-01-04,2.54690122143267,2.5986274637696756,2.5008401749233022,2.57128643989563,1199220000,NVDA
2017-01-05,2.5747344952399613,2.6065091055188176,2.489016619618548,2.506012439727783,984296000,NVDA
2017-01-06,2.5333536551373332,2.567837893031262,2.4927116266823632,2.5395116806030273,822856000,NVDA
2017-01-09,2.5493642710625997,2.66020614482518,2.5493642710625997,2.6424713134765625,916248000,NVDA
2017-01-10,2.6555259467474834,2.6895173520085707,2.601829096449757,2.6225197315216064,880920000,NVDA
2017-01-11,2.610943516025796,2.6158697022188755,2.565375060490203,2.5902528762817383,525664000,NVDA
2017-01-12,2.5673454040214008,2.5789222104895124,2.5030569309701174,2.547886371612549,625616000,NVDA
2017-01-13,2.5518272606496613,2.586311498529057,2.5385262545158813,2.547640085220337,457820000,NVDA
2017-01-17,2.537049336596866,2.54197552374663,2.47719467108218,2.4904956817626953,580612000,NVDA
2017-01-18,2.4690654610849725,2.542713708596296,2.441231843245926,2.5358169078826904,654424000,NVDA
2017-01-19,2.5387730442953873,2.62227390870316,2.536556248763267,2.5902528762817383,644872000,NVDA
2017-01-20,2.6129131095622804,2.6306479382870926,2.540003884550362,2.5619258880615234,492024000,NVDA
2017-01-23,2.5567537807459613,2.608480022130303,2.5542905704646444,2.5885283946990967,369904000,NVDA
2017-01-24,2.5986271297948322,2.649860770462901,2.5838481046387987,2.643702745437622,428052000,NVDA
2017-01-25,2.6860691914268755,2.692227216957473,2.6190715649674945,2.655033588409424,522760000,NVDA
2017-01-26,2.657743803766795,2.708238454269914,2.6281859767579983,2.7008490562438965,458800000,NVDA
2017-01-27,2.707745217366254,2.7560230605110188,2.6811432028530313,2.7530672550201416,471996000,NVDA
2017-01-30,2.7321298331711104,2.7343466280735815,2.6579890019839914,2.709961414337158,496004000,NVDA
2017-01-31,2.6836057785648353,2.710700381767798,2.6651319398898066,2.6892709732055664,362756000,NVDA
2017-02-01,2.7237551638043684,2.8109508240758223,2.7060205687022827,2.8067636489868164,590004000,NVDA
2017-02-02,2.7907531205062353,2.8508541778424217,2.760210114256463,2.8422329425811768,483240000,NVDA
2017-02-03,2.843711227830151,2.854795439295257,2.8055324077307104,2.8173553943634033,372744000,NVDA
2017-02-06,2.807995413663829,2.890018485435644,2.807995413663829,2.889525890350342,506768000,NVDA
2017-02-07,2.9237641178202294,2.978446173196704,2.9040589022671375,2.9343557357788086,746224000,NVDA
2017-02-08,2.9163743352539897,2.938788938639045,2.866618472889719,2.9215469360351562,449580000,NVDA
2017-02-09,2.927704647291367,2.9326310678467475,2.847406012418752,2.8666183948516846,842568000,NVDA
2017-02-10,2.9540598782765404,2.9730260767581718,2.773510783030406,2.7986350059509277,1651092000,NVDA
2017-02-13,2.792969774779987,2.807502384621087,2.6651320911696876,2.6695659160614014,1180724000,NVDA
2017-02-14,2.6599597704764415,2.7131640304303253,2.6180861365413555,2.6794188022613525,850632000,NVDA
2017-02-15,2.6823748426255,2.704543031735819,2.6542948075525503,2.684837818145752,373020000,NVDA
